"","id","sex","edad","origen","timerun","categoria","nacionalidad"
"1219",1219,"Hombre",28,"CALI",4105,"2. Abierta","COL"
"1220",1220,"Mujer",39,"CALI",4105,"2. Abierta","COL"
"1221",1221,"Hombre",31,"CALI",4106,"2. Abierta","COL"
"1222",1222,"Mujer",37,"PALMIRA",4107,"2. Abierta","COL"
"1223",1223,"Hombre",34,"JAMUNDI",4108,"2. Abierta","COL"
"1224",1224,"Hombre",53,"CALI",4108,"4. Veteranos B","COL"
"1225",1225,"Mujer",43,"CALI",4108,"3. Veteranos A","COL"
"1226",1226,"Hombre",32,"CALI",4109,"2. Abierta","COL"
"1227",1227,"Hombre",47,"CALI",4110,"3. Veteranos A","COL"
"1228",1228,"Mujer",27,"CALI",4110,"2. Abierta","COL"
"1229",1229,"Mujer",35,"CALI",4110,"2. Abierta","COL"
"1230",1230,"Mujer",40,"CALI",4110,"3. Veteranos A","COL"
"1231",1231,"Mujer",32,"CALI",4112,"2. Abierta","COL"
"1232",1232,"Hombre",28,"CALI",4115,"2. Abierta","COL"
"1233",1233,"Hombre",40,"CALI",4115,"3. Veteranos A","COL"
"1234",1234,"Mujer",25,"CALI",4119,"2. Abierta","COL"
"1235",1235,"Mujer",24,"CALI",4119,"2. Abierta","COL"
"1236",1236,"Hombre",30,"CALI",4120,"2. Abierta","COL"
"1237",1237,"Mujer",58,"CALI",4125,"4. Veteranos B","COL"
"1238",1238,"Mujer",56,"CALI",4127,"4. Veteranos B","COL"
"1239",1239,"Hombre",32,"SAN ANDRES",4128,"2. Abierta","COL"
"1240",1240,"Hombre",30,"CALI",4129,"2. Abierta","COL"
"1241",1241,"Hombre",22,"CALI",4130,"2. Abierta","COL"
"1242",1242,"Hombre",37,"CALI",4130,"2. Abierta","COL"
"1243",1243,"Hombre",37,"CALI",4131,"2. Abierta","COL"
"1244",1244,"Hombre",52,"POPAYAN",4131,"4. Veteranos B","COL"
"1245",1245,"Hombre",31,"CALI",4132,"2. Abierta","COL"
"1246",1246,"Mujer",30,"CALI",4133,"2. Abierta","COL"
"1247",1247,"Hombre",50,"CALI",4134,"4. Veteranos B","COL"
"1248",1248,"Mujer",30,"CALI",4134,"2. Abierta","COL"
"1249",1249,"Hombre",33,"CALI",4134,"2. Abierta","COL"
"1250",1250,"Hombre",25,"CALI",4135,"2. Abierta","COL"
"1251",1251,"Hombre",59,"CALI",4137,"4. Veteranos B","COL"
"1252",1252,"Mujer",41,"CALI",4139,"3. Veteranos A","COL"
"1253",1253,"Hombre",42,"BOGOTA",4139,"3. Veteranos A","COL"
"1254",1254,"Hombre",31,"CALI",4139,"2. Abierta","COL"
"1255",1255,"Mujer",30,"CALI",4140,"2. Abierta","COL"
"1256",1256,"Hombre",66,"CALI",4141,"5. Veteranos C","COL"
"1257",1257,"Hombre",38,"CALI",4141,"2. Abierta","COL"
"1258",1258,"Hombre",39,"POPAYAN",4142,"2. Abierta","COL"
"1259",1259,"Hombre",33,"CALI",4143,"2. Abierta","COL"
"1260",1260,"Hombre",40,"CALI",4145,"3. Veteranos A","COL"
"1261",1261,"Hombre",37,"CALI",4147,"2. Abierta","COL"
"1262",1262,"Hombre",35,"CALI",4150,"2. Abierta","COL"
"1263",1263,"Hombre",49,"CALI",4151,"3. Veteranos A","COL"
"1264",1264,"Hombre",31,"TUMACO",4155,"2. Abierta","COL"
"1265",1265,"Hombre",28,"CALI",4156,"2. Abierta","COL"
"1266",1266,"Hombre",37,"CALI",4157,"2. Abierta","COL"
"1267",1267,"Hombre",33,"CALI",4158,"2. Abierta","COL"
"1268",1268,"Hombre",34,"CALI",4159,"2. Abierta","COL"
"1269",1269,"Hombre",28,"CALI",4160,"2. Abierta","COL"
"1270",1270,"Mujer",30,"CALI",4160,"2. Abierta","COL"
"1271",1271,"Hombre",40,"CALI",4160,"3. Veteranos A","COL"
"1272",1272,"Mujer",32,"CALI",4162,"2. Abierta","COL"
"1273",1273,"Hombre",63,"CALI",4162,"5. Veteranos C","COL"
"1274",1274,"Hombre",31,"CALI",4167,"2. Abierta","COL"
"1275",1275,"Hombre",45,"CANDELARIA",4168,"3. Veteranos A","COL"
"1276",1276,"Hombre",27,"CALI",4171,"2. Abierta","COL"
"1277",1277,"Hombre",28,"CALI",4173,"2. Abierta","COL"
"1278",1278,"Mujer",22,"CALI",4175,"2. Abierta","COL"
"1279",1279,"Hombre",36,"CALI",4179,"2. Abierta","COL"
"1280",1280,"Mujer",27,"CALI",4180,"2. Abierta","COL"
"1281",1281,"Hombre",67,"CALI",4181,"5. Veteranos C","COL"
"1282",1282,"Hombre",46,"CALI",4184,"3. Veteranos A","COL"
"1283",1283,"Mujer",42,"CALI",4185,"3. Veteranos A","COL"
"1284",1284,"Hombre",39,"CALI",4186,"2. Abierta","COL"
"1285",1285,"Mujer",31,"CALI",4192,"2. Abierta","COL"
"1286",1286,"Hombre",27,"CALI",4192,"2. Abierta","COL"
"1287",1287,"Hombre",30,"CALI",4192,"2. Abierta","COL"
"1288",1288,"Mujer",41,"CANDELARIA",4192,"3. Veteranos A","COL"
"1289",1289,"Mujer",38,"CALI",4192,"2. Abierta","COL"
"1290",1290,"Hombre",32,"CALI",4192,"2. Abierta","COL"
"1291",1291,"Hombre",64,"CALI",4193,"5. Veteranos C","COL"
"1292",1292,"Hombre",42,"CALI",4195,"3. Veteranos A","COL"
"1293",1293,"Mujer",49,"CALI",4197,"3. Veteranos A","COL"
"1294",1294,"Mujer",37,"CALI",4201,"2. Abierta","COL"
"1295",1295,"Hombre",50,"CALI",4205,"4. Veteranos B","COL"
"1296",1296,"Mujer",33,"BOGOTA",4205,"2. Abierta","COL"
"1297",1297,"Mujer",47,"CALI",4205,"3. Veteranos A","COL"
"1298",1298,"Mujer",33,"CALI",4206,"2. Abierta","COL"
"1299",1299,"Mujer",37,"CALI",4206,"2. Abierta","COL"
"1300",1300,"Hombre",38,"YUMBO",4206,"2. Abierta","COL"
"1301",1301,"Hombre",61,"CALI",4206,"5. Veteranos C","COL"
"1302",1302,"Mujer",27,"CALI",4207,"2. Abierta","COL"
"1303",1303,"Mujer",38,"CALI",4207,"2. Abierta","COL"
"1304",1304,"Mujer",40,"BOGOTA",4210,"3. Veteranos A","COL"
"1305",1305,"Hombre",44,"JAMUNDI",4210,"3. Veteranos A","COL"
"1306",1306,"Mujer",40,"CALI",4210,"3. Veteranos A","COL"
"1307",1307,"Mujer",32,"CANDELARIA",4211,"2. Abierta","COL"
"1308",1308,"Hombre",59,"CALI",4212,"4. Veteranos B","COL"
"1309",1309,"Hombre",28,"CALI",4213,"2. Abierta","COL"
"1310",1310,"Mujer",56,"CALI",4214,"4. Veteranos B","COL"
"1311",1311,"Hombre",64,"CALI",4215,"5. Veteranos C","COL"
"1312",1312,"Hombre",31,"CALI",4216,"2. Abierta","COL"
"1313",1313,"Mujer",31,"CALI",4217,"2. Abierta","COL"
"1314",1314,"Mujer",62,"CALI",4217,"5. Veteranos C","COL"
"1315",1315,"Hombre",31,"CALI",4217,"2. Abierta","COL"
"1316",1316,"Mujer",56,"CALI",4218,"4. Veteranos B","COL"
"1317",1317,"Hombre",34,"CALI",4226,"2. Abierta","COL"
"1318",1318,"Mujer",36,"CALI",4227,"2. Abierta","COL"
"1319",1319,"Mujer",29,"CALI",4229,"2. Abierta","COL"
"1320",1320,"Hombre",30,"CALI",4229,"2. Abierta","COL"
"1321",1321,"Mujer",27,"CALI",4231,"2. Abierta","COL"
"1322",1322,"Hombre",63,"CALI",4231,"5. Veteranos C","COL"
"1323",1323,"Mujer",53,"CALI",4231,"4. Veteranos B","COL"
"1324",1324,"Mujer",36,"PALMIRA",4232,"2. Abierta","COL"
"1325",1325,"Mujer",26,"CALI",4232,"2. Abierta","COL"
"1326",1326,"Hombre",58,"CALI",4234,"4. Veteranos B","COL"
"1327",1327,"Mujer",28,"CALI",4234,"2. Abierta","COL"
"1328",1328,"Mujer",22,"CALI",4235,"2. Abierta","COL"
"1329",1329,"Hombre",44,"PASTO",4235,"3. Veteranos A","COL"
"1330",1330,"Hombre",25,"CALI",4236,"2. Abierta","COL"
"1331",1331,"Hombre",57,"CALI",4237,"4. Veteranos B","COL"
"1332",1332,"Hombre",61,"CALI",4238,"5. Veteranos C","COL"
"1333",1333,"Mujer",57,"CALI",4239,"4. Veteranos B","COL"
"1334",1334,"Hombre",54,"CALI",4241,"4. Veteranos B","COL"
"1335",1335,"Mujer",30,"CALI",4242,"2. Abierta","COL"
"1336",1336,"Hombre",39,"CALI",4242,"2. Abierta","COL"
"1337",1337,"Hombre",26,"CANDELARIA",4242,"2. Abierta","COL"
"1338",1338,"Hombre",29,"CALI",4242,"2. Abierta","COL"
"1339",1339,"Hombre",19,"CALI",4243,"2. Abierta","COL"
"1340",1340,"Hombre",24,"CALI",4244,"2. Abierta","COL"
"1341",1341,"Hombre",47,"CALI",4249,"3. Veteranos A","COL"
"1342",1342,"Mujer",56,"CALI",4249,"4. Veteranos B","COL"
"1343",1343,"Mujer",46,"CALI",4250,"3. Veteranos A","COL"
"1344",1344,"Hombre",38,"CALI",4252,"2. Abierta","COL"
"1345",1345,"Hombre",25,"SANTANDER DE QUILICHAO",4252,"2. Abierta","COL"
"1346",1346,"Mujer",29,"CALI",4253,"2. Abierta","COL"
"1347",1347,"Mujer",43,"CALI",4254,"3. Veteranos A","COL"
"1348",1348,"Hombre",42,"CALI",4254,"3. Veteranos A","COL"
"1349",1349,"Hombre",29,"CALI",4255,"2. Abierta","COL"
"1350",1350,"Mujer",33,"CALI",4257,"2. Abierta","COL"
"1351",1351,"Hombre",45,"CALI",4258,"3. Veteranos A","COL"
"1352",1352,"Hombre",36,"CALI",4258,"2. Abierta","COL"
"1353",1353,"Mujer",37,"CALI",4260,"2. Abierta","COL"
"1354",1354,"Hombre",23,"CALI",4260,"2. Abierta","COL"
"1355",1355,"Hombre",51,"CALI",4263,"4. Veteranos B","COL"
"1356",1356,"Hombre",28,"CALI",4263,"2. Abierta","COL"
"1357",1357,"Hombre",31,"CALI",4264,"2. Abierta","COL"
"1358",1358,"Mujer",39,"CALI",4266,"2. Abierta","COL"
"1359",1359,"Hombre",42,"CALI",4266,"3. Veteranos A","COL"
"1360",1360,"Mujer",36,"CALI",4267,"2. Abierta","COL"
"1361",1361,"Mujer",49,"CALI",4267,"3. Veteranos A","COL"
"1362",1362,"Hombre",31,"CALI",4269,"2. Abierta","COL"
"1363",1363,"Hombre",49,"CALI",4270,"3. Veteranos A","COL"
"1364",1364,"Hombre",33,"CALI",4271,"2. Abierta","COL"
"1365",1365,"Mujer",36,"CALI",4271,"2. Abierta","COL"
"1366",1366,"Mujer",31,"CALI",4271,"2. Abierta","COL"
"1367",1367,"Mujer",31,"PALMIRA",4273,"2. Abierta","COL"
"1368",1368,"Mujer",31,"CALI",4276,"2. Abierta","COL"
"1369",1369,"Mujer",32,"CALI",4280,"2. Abierta","COL"
"1370",1370,"Mujer",41,"CALI",4280,"3. Veteranos A","COL"
"1371",1371,"Mujer",34,"CALI",4282,"2. Abierta","COL"
"1372",1372,"Hombre",31,"CALI",4287,"2. Abierta","COL"
"1373",1373,"Mujer",34,"CALI",4289,"2. Abierta","COL"
"1374",1374,"Mujer",46,"CALI",4290,"3. Veteranos A","COL"
"1375",1375,"Hombre",24,"CALI",4290,"2. Abierta","COL"
"1376",1376,"Hombre",64,"CALI",4290,"5. Veteranos C","COL"
"1377",1377,"Hombre",30,"CALI",4290,"2. Abierta","COL"
"1378",1378,"Hombre",42,"CALI",4291,"3. Veteranos A","COL"
"1379",1379,"Mujer",34,"CALI",4292,"2. Abierta","COL"
"1380",1380,"Hombre",23,"CALI",4292,"2. Abierta","COL"
"1381",1381,"Mujer",40,"CALI",4295,"3. Veteranos A","COL"
"1382",1382,"Hombre",31,"SANTANDER DE QUILICHAO",4296,"2. Abierta","COL"
"1383",1383,"Mujer",27,"CALI",4299,"2. Abierta","COL"
"1384",1384,"Mujer",41,"CALI",4302,"3. Veteranos A","COL"
"1385",1385,"Mujer",32,"CALI",4303,"2. Abierta","COL"
"1386",1386,"Mujer",31,"CALI",4303,"2. Abierta","COL"
"1387",1387,"Mujer",38,"CALI",4309,"2. Abierta","COL"
"1388",1388,"Hombre",27,"CALI",4310,"2. Abierta","COL"
"1389",1389,"Mujer",33,"CALI",4310,"2. Abierta","COL"
"1390",1390,"Hombre",76,"CALI",4311,"5. Veteranos C","COL"
"1391",1391,"Hombre",30,"CALI",4311,"2. Abierta","COL"
"1392",1392,"Mujer",28,"CALI",4312,"2. Abierta","COL"
"1393",1393,"Hombre",42,"CALI",4313,"3. Veteranos A","COL"
"1394",1394,"Hombre",29,"CALI",4314,"2. Abierta","COL"
"1395",1395,"Hombre",33,"POPAYAN",4318,"2. Abierta","COL"
"1396",1396,"Hombre",53,"CALI",4322,"4. Veteranos B","COL"
"1397",1397,"Hombre",44,"CALI",4323,"3. Veteranos A","COL"
"1398",1398,"Mujer",34,"CALI",4323,"2. Abierta","COL"
"1399",1399,"Mujer",31,"JAMUNDI",4324,"2. Abierta","COL"
"1400",1400,"Hombre",40,"JAMUNDI",4325,"3. Veteranos A","COL"
"1401",1401,"Hombre",48,"CALI",4325,"3. Veteranos A","COL"
"1402",1402,"Mujer",39,"CALI",4328,"2. Abierta","COL"
"1403",1403,"Mujer",31,"CALI",4331,"2. Abierta","COL"
"1404",1404,"Mujer",30,"CALI",4338,"2. Abierta","COL"
"1405",1405,"Mujer",28,"CALI",4340,"2. Abierta","COL"
"1406",1406,"Hombre",40,"PALMIRA",4344,"3. Veteranos A","COL"
"1407",1407,"Mujer",36,"CALI",4346,"2. Abierta","COL"
"1408",1408,"Mujer",31,"CALI",4350,"2. Abierta","COL"
"1409",1409,"Hombre",34,"CALI",4351,"2. Abierta","COL"
"1410",1410,"Hombre",54,"CALI",4351,"4. Veteranos B","COL"
"1411",1411,"Mujer",40,"PALMIRA",4351,"3. Veteranos A","COL"
"1412",1412,"Mujer",55,"GINEBRA",4354,"4. Veteranos B","COL"
"1413",1413,"Hombre",46,"CALI",4356,"3. Veteranos A","COL"
"1414",1414,"Mujer",29,"CALI",4357,"2. Abierta","COL"
"1415",1415,"Mujer",40,"CALI",4357,"3. Veteranos A","COL"
"1416",1416,"Hombre",29,"CALI",4358,"2. Abierta","COL"
"1417",1417,"Hombre",36,"CALI",4361,"2. Abierta","COL"
"1418",1418,"Mujer",27,"CALI",4361,"2. Abierta","COL"
"1419",1419,"Hombre",33,"CALI",4362,"2. Abierta","COL"
"1420",1420,"Hombre",26,"CALI",4362,"2. Abierta","COL"
"1421",1421,"Hombre",30,"CALI",4363,"2. Abierta","COL"
"1422",1422,"Mujer",32,"CALI",4363,"2. Abierta","COL"
"1423",1423,"Mujer",44,"CANDELARIA",4364,"3. Veteranos A","COL"
"1424",1424,"Mujer",47,"CALI",4364,"3. Veteranos A","COL"
"1425",1425,"Hombre",16,"CALI",4366,"1. Juvenil","COL"
"1426",1426,"Mujer",34,"CALI",4369,"2. Abierta","COL"
"1427",1427,"Hombre",32,"CALI",4369,"2. Abierta","COL"
"1428",1428,"Mujer",41,"CALI",4372,"3. Veteranos A","COL"
"1429",1429,"Mujer",24,"CALI",4374,"2. Abierta","COL"
"1430",1430,"Mujer",49,"CALI",4375,"3. Veteranos A","COL"
"1431",1431,"Mujer",40,"CALI",4376,"3. Veteranos A","COL"
"1432",1432,"Hombre",49,"JAMUNDI",4378,"3. Veteranos A","COL"
"1433",1433,"Hombre",58,"CALI",4380,"4. Veteranos B","COL"
"1434",1434,"Mujer",32,"CALI",4384,"2. Abierta","COL"
"1435",1435,"Mujer",39,"CALI",4385,"2. Abierta","COL"
"1436",1436,"Mujer",33,"CALI",4387,"2. Abierta","COL"
"1437",1437,"Hombre",31,"CALI",4389,"2. Abierta","COL"
"1438",1438,"Mujer",21,"CALI",4394,"2. Abierta","COL"
"1439",1439,"Mujer",51,"CALI",4395,"4. Veteranos B","PAN"
"1440",1440,"Hombre",31,"CALI",4395,"2. Abierta","COL"
"1441",1441,"Hombre",35,"CALI",4395,"2. Abierta","COL"
"1442",1442,"Mujer",31,"CALI",4396,"2. Abierta","COL"
"1443",1443,"Mujer",32,"CALI",4397,"2. Abierta","COL"
"1444",1444,"Mujer",34,"CALI",4397,"2. Abierta","COL"
"1445",1445,"Mujer",40,"CALI",4398,"3. Veteranos A","COL"
"1446",1446,"Mujer",48,"CALI",4399,"3. Veteranos A","COL"
"1447",1447,"Mujer",22,"CALI",4400,"2. Abierta","COL"
"1448",1448,"Mujer",33,"CALI",4400,"2. Abierta","COL"
"1449",1449,"Hombre",47,"PALMIRA",4401,"3. Veteranos A","COL"
"1450",1450,"Mujer",47,"CALI",4403,"3. Veteranos A","COL"
"1451",1451,"Mujer",28,"CALI",4408,"2. Abierta","COL"
"1452",1452,"Mujer",27,"CALI",4409,"2. Abierta","COL"
"1453",1453,"Hombre",61,"JAMUNDI",4413,"5. Veteranos C","COL"
"1454",1454,"Hombre",41,"CALI",4413,"3. Veteranos A","COL"
"1455",1455,"Mujer",33,"CALI",4422,"2. Abierta","COL"
"1456",1456,"Hombre",22,"JAMUNDI",4423,"2. Abierta","COL"
"1457",1457,"Mujer",25,"GINEBRA",4423,"2. Abierta","COL"
"1458",1458,"Hombre",23,"CALI",4425,"2. Abierta","COL"
"1459",1459,"Mujer",37,"CALI",4427,"2. Abierta","COL"
"1460",1460,"Mujer",28,"CALI",4432,"2. Abierta","COL"
"1461",1461,"Hombre",29,"BOGOTA",4433,"2. Abierta","COL"
"1462",1462,"Mujer",41,"PUERTO LA",4434,"3. Veteranos A","VEN"
"1463",1463,"Mujer",63,"CALI",4435,"5. Veteranos C","COL"
"1464",1464,"Mujer",38,"CALI",4436,"2. Abierta","COL"
"1465",1465,"Mujer",29,"CALI",4437,"2. Abierta","COL"
"1466",1466,"Hombre",65,"CALI",4438,"5. Veteranos C","COL"
"1467",1467,"Hombre",35,"CALI",4439,"2. Abierta","COL"
"1468",1468,"Mujer",26,"CALI",4441,"2. Abierta","COL"
"1469",1469,"Mujer",34,"CALI",4445,"2. Abierta","COL"
"1470",1470,"Mujer",40,"CALI",4448,"3. Veteranos A","COL"
"1471",1471,"Hombre",23,"CALI",4450,"2. Abierta","COL"
"1472",1472,"Mujer",27,"CALI",4450,"2. Abierta","COL"
"1473",1473,"Mujer",35,"CALI",4451,"2. Abierta","COL"
"1474",1474,"Hombre",36,"CALI",4451,"2. Abierta","COL"
"1475",1475,"Hombre",33,"CALI",4454,"2. Abierta","COL"
"1476",1476,"Mujer",24,"CALI",4457,"2. Abierta","COL"
"1477",1477,"Hombre",51,"CALI",4458,"4. Veteranos B","COL"
"1478",1478,"Hombre",31,"CALI",4458,"2. Abierta","COL"
"1479",1479,"Mujer",51,"CALI",4463,"4. Veteranos B","COL"
"1480",1480,"Hombre",42,"CALI",4465,"3. Veteranos A","COL"
"1481",1481,"Mujer",34,"CALI",4469,"2. Abierta","COL"
"1482",1482,"Hombre",27,"CALI",4471,"2. Abierta","COL"
"1483",1483,"Hombre",18,"CALI",4473,"2. Abierta","COL"
"1484",1484,"Mujer",43,"CALI",4476,"3. Veteranos A","COL"
"1485",1485,"Mujer",29,"CALI",4477,"2. Abierta","COL"
"1486",1486,"Hombre",42,"CALI",4477,"3. Veteranos A","COL"
"1487",1487,"Mujer",57,"CALI",4477,"4. Veteranos B","COL"
"1488",1488,"Mujer",43,"CALI",4481,"3. Veteranos A","COL"
"1489",1489,"Hombre",38,"GINEBRA",4486,"2. Abierta","COL"
"1490",1490,"Mujer",38,"CALI",4487,"2. Abierta","COL"
"1491",1491,"Mujer",32,"CALI",4487,"2. Abierta","COL"
"1492",1492,"Mujer",38,"CALI",4491,"2. Abierta","COL"
"1493",1493,"Mujer",33,"CALI",4500,"2. Abierta","COL"
"1494",1494,"Hombre",46,"CALI",4500,"3. Veteranos A","COL"
"1495",1495,"Hombre",49,"CALI",4501,"3. Veteranos A","COL"
"1496",1496,"Hombre",25,"CALI",4506,"2. Abierta","COL"
"1497",1497,"Mujer",28,"CALI",4508,"2. Abierta","COL"
"1498",1498,"Hombre",47,"CALI",4511,"3. Veteranos A","COL"
"1499",1499,"Mujer",27,"CALI",4516,"2. Abierta","COL"
"1500",1500,"Hombre",29,"CALI",4516,"2. Abierta","COL"
"1501",1501,"Mujer",33,"CALI",4517,"2. Abierta","COL"
"1502",1502,"Hombre",25,"CALI",4519,"2. Abierta","COL"
"1503",1503,"Hombre",42,"CALI",4520,"3. Veteranos A","COL"
"1504",1504,"Mujer",46,"CALI",4520,"3. Veteranos A","COL"
"1505",1505,"Hombre",30,"CALI",4525,"2. Abierta","COL"
"1506",1506,"Mujer",36,"CALI",4527,"2. Abierta","COL"
"1507",1507,"Mujer",34,"CALI",4527,"2. Abierta","COL"
"1508",1508,"Mujer",26,"CALI",4528,"2. Abierta","COL"
"1509",1509,"Hombre",25,"CALI",4528,"2. Abierta","COL"
"1510",1510,"Mujer",28,"CALI",4531,"2. Abierta","COL"
"1511",1511,"Mujer",26,"CALI",4534,"2. Abierta","COL"
"1512",1512,"Hombre",16,"CALI",4535,"1. Juvenil","COL"
"1513",1513,"Mujer",32,"CALI",4536,"2. Abierta","COL"
"1514",1514,"Hombre",25,"CALI",4540,"2. Abierta","COL"
"1515",1515,"Hombre",48,"CALI",4541,"3. Veteranos A","COL"
"1516",1516,"Hombre",45,"CALI",4549,"3. Veteranos A","COL"
"1517",1517,"Mujer",59,"CALI",4550,"4. Veteranos B","COL"
"1518",1518,"Mujer",43,"CALI",4554,"3. Veteranos A","COL"
"1519",1519,"Mujer",42,"CALI",4555,"3. Veteranos A","COL"
"1520",1520,"Mujer",30,"CALI",4555,"2. Abierta","COL"
"1521",1521,"Mujer",26,"CALI",4556,"2. Abierta","COL"
"1522",1522,"Mujer",30,"CALI",4556,"2. Abierta","COL"
"1523",1523,"Mujer",36,"PALMIRA",4556,"2. Abierta","COL"
"1524",1524,"Mujer",42,"CALI",4557,"3. Veteranos A","COL"
"1525",1525,"Hombre",62,"CALI",4557,"5. Veteranos C","COL"
"1526",1526,"Hombre",35,"PALMIRA",4558,"2. Abierta","COL"
"1527",1527,"Hombre",72,"VILLAGORGO",4565,"5. Veteranos C","COL"
"1528",1528,"Hombre",41,"CALI",4566,"3. Veteranos A","COL"
"1529",1529,"Mujer",27,"CALI",4571,"2. Abierta","COL"
"1530",1530,"Hombre",47,"CALI",4571,"3. Veteranos A","COL"
"1531",1531,"Hombre",37,"CALI",4571,"2. Abierta","COL"
"1532",1532,"Mujer",49,"CALI",4572,"3. Veteranos A","COL"
"1533",1533,"Mujer",34,"CALI",4572,"2. Abierta","COL"
"1534",1534,"Mujer",32,"JAMUNDI",4573,"2. Abierta","COL"
"1535",1535,"Hombre",40,"CALI",4573,"3. Veteranos A","COL"
"1536",1536,"Hombre",76,"CALI",4573,"5. Veteranos C","COL"
"1537",1537,"Hombre",43,"CALI",4574,"3. Veteranos A","COL"
"1538",1538,"Mujer",52,"CALI",4575,"4. Veteranos B","COL"
"1539",1539,"Hombre",42,"CALI",4575,"3. Veteranos A","COL"
"1540",1540,"Mujer",39,"CALI",4579,"2. Abierta","COL"
"1541",1541,"Hombre",35,"CALI",4579,"2. Abierta","COL"
"1542",1542,"Mujer",37,"CALI",4580,"2. Abierta","COL"
"1543",1543,"Mujer",34,"YUMBO",4582,"2. Abierta","COL"
"1544",1544,"Mujer",35,"CALI",4583,"2. Abierta","COL"
"1545",1545,"Hombre",48,"CALI",4586,"3. Veteranos A","COL"
"1546",1546,"Mujer",30,"CALI",4586,"2. Abierta","COL"
"1547",1547,"Mujer",42,"CALI",4589,"3. Veteranos A","COL"
"1548",1548,"Hombre",43,"CALI",4589,"3. Veteranos A","COL"
"1549",1549,"Hombre",38,"TULUA",4590,"2. Abierta","COL"
"1550",1550,"Mujer",22,"CALI",4590,"2. Abierta","COL"
"1551",1551,"Hombre",40,"CALI",4591,"3. Veteranos A","COL"
"1552",1552,"Hombre",38,"CALI",4592,"2. Abierta","COL"
"1553",1553,"Hombre",45,"CALI",4592,"3. Veteranos A","COL"
"1554",1554,"Mujer",37,"CALI",4592,"2. Abierta","COL"
"1555",1555,"Mujer",35,"CALI",4593,"2. Abierta","COL"
"1556",1556,"Mujer",51,"CALI",4594,"4. Veteranos B","COL"
"1557",1557,"Hombre",49,"CALI",4597,"3. Veteranos A","COL"
"1558",1558,"Mujer",37,"CALI",4598,"2. Abierta","COL"
"1559",1559,"Hombre",71,"CALI",4600,"5. Veteranos C","PAN"
"1560",1560,"Mujer",27,"CALI",4604,"2. Abierta","COL"
"1561",1561,"Hombre",39,"CALI",4604,"2. Abierta","COL"
"1562",1562,"Hombre",39,"CALI",4606,"2. Abierta","COL"
"1563",1563,"Hombre",37,"CALI",4610,"2. Abierta","COL"
"1564",1564,"Mujer",38,"CALI",4611,"2. Abierta","COL"
"1565",1565,"Mujer",46,"CALI",4612,"3. Veteranos A","COL"
"1566",1566,"Hombre",43,"GINEBRA",4613,"3. Veteranos A","COL"
"1567",1567,"Hombre",45,"CALI",4613,"3. Veteranos A","COL"
"1568",1568,"Hombre",16,"CALI",4619,"1. Juvenil","COL"
"1569",1569,"Hombre",42,"CALI",4620,"3. Veteranos A","COL"
"1570",1570,"Hombre",38,"CALI",4622,"2. Abierta","COL"
"1571",1571,"Hombre",65,"CALI",4626,"5. Veteranos C","COL"
"1572",1572,"Mujer",34,"CALI",4627,"2. Abierta","COL"
"1573",1573,"Hombre",25,"CALI",4629,"2. Abierta","COL"
"1574",1574,"Mujer",38,"JAMUNDI",4629,"2. Abierta","COL"
"1575",1575,"Hombre",22,"CALI",4635,"2. Abierta","COL"
"1576",1576,"Mujer",55,"CALI",4637,"4. Veteranos B","COL"
"1577",1577,"Hombre",32,"CALI",4639,"2. Abierta","COL"
"1578",1578,"Hombre",37,"CALI",4644,"2. Abierta","COL"
"1579",1579,"Hombre",32,"CALI",4645,"2. Abierta","COL"
"1580",1580,"Mujer",38,"CALI",4646,"2. Abierta","COL"
"1581",1581,"Mujer",38,"CALI",4648,"2. Abierta","COL"
"1582",1582,"Hombre",32,"CALI",4650,"2. Abierta","COL"
"1583",1583,"Mujer",60,"CALI",4650,"5. Veteranos C","COL"
"1584",1584,"Hombre",27,"CALI",4650,"2. Abierta","COL"
"1585",1585,"Hombre",24,"CANDELARIA",4651,"2. Abierta","COL"
"1586",1586,"Mujer",48,"CALI",4652,"3. Veteranos A","COL"
"1587",1587,"Hombre",34,"CALI",4656,"2. Abierta","COL"
"1588",1588,"Mujer",49,"CALI",4657,"3. Veteranos A","COL"
"1589",1589,"Hombre",32,"CALI",4660,"2. Abierta","COL"
"1590",1590,"Hombre",39,"CALI",4663,"2. Abierta","COL"
"1591",1591,"Hombre",24,"CALI",4667,"2. Abierta","COL"
"1592",1592,"Mujer",31,"CALI",4668,"2. Abierta","COL"
"1593",1593,"Mujer",30,"CALI",4669,"2. Abierta","COL"
"1594",1594,"Mujer",41,"CALI",4671,"3. Veteranos A","COL"
"1595",1595,"Hombre",38,"PALMIRA",4671,"2. Abierta","COL"
"1596",1596,"Mujer",51,"POPAYAN",4672,"4. Veteranos B","COL"
"1597",1597,"Mujer",53,"CALI",4674,"4. Veteranos B","COL"
"1598",1598,"Hombre",76,"CALI",4675,"5. Veteranos C","COL"
"1599",1599,"Hombre",57,"CALI",4675,"4. Veteranos B","COL"
"1600",1600,"Mujer",26,"CALI",4678,"2. Abierta","COL"
"1601",1601,"Mujer",37,"JAMUNDI",4681,"2. Abierta","COL"
"1602",1602,"Hombre",16,"CALI",4683,"1. Juvenil","COL"
"1603",1603,"Hombre",32,"CALI",4687,"2. Abierta","COL"
